CO,NO2,O3,SO2,PM10,Temperature,Target
46.2319486729075,-0.685494621812126,0.834383656990769,-19.1599491048075,-3.12309494738523,0.289436116287594,18.9235122125415
2.76474012439332,-0.303739423718177,0.221042381297056,-0.194305320100067,-1.59055194060789,1.07388683150425,24.5357321261238
-2.02979434183942,-1.26055926460876,0.263635805326098,-1.7204399785931,-1.44648837005507,-0.0179543002811951,27.0643943053126
0.0189001407730668,-2.10861277956479,0.565655390572013,-1.27798293899896,-1.06901878899427,-2.24960362039269,27.2318321519874
2.6420443823403,-9.18909236233426,-6.7660393299951,-2.15985403215424,9.82859253987669,-0.151498424067661,24.9647053415539
1.0061727331412,1.37770403386411,-1.29795267643019,-1.05953434112471,-2.60631547755722,-1.62783485167877,25.3190639210328
1.26068369195296,-1.93606990546124,-0.918687748415815,-0.829217472997078,-1.2542803284687,4.06421516039886,22.4481404286277
-4.55615066693139,-1.07743749682512,2.00591480261552,-0.847853180637073,-2.25340923636916,0.30734015015238,25.2146142005617
-5.15724207392042,-0.977441816372501,0.186901495683178,5.64252209846864,-3.44212805135184,-1.66793699727734,22.1426344376606
-0.285776789517691,-5.63848970749264,6.19619532198647,-0.343409693995774,-5.12434065071574,-2.27045790668048,22.1104466026566
0.208708667068167,-0.932037337515575,-1.01981573276654,-1.54783950486592,-1.62316673724155,-0.193351771586593,18.7906491137741
1.95297148519198,-0.124928698983184,-0.0411285417729791,-0.28207986338837,-1.50162050602144,1.79396819583892,23.5617721265875
0.607076700520433,-5.01697550883642,0.470987652786577,-0.242313574300166,-3.30532053138814,3.93779582086722,23.7199144672468
0.438854877260657,-0.502154606363788,-1.16865480180175,-0.42746271240394,-1.27160471374931,-11.1017964680202,20.0514803403492
-6.76908555290053,-0.885836040416302,0.260034334644624,4.9078906493143,-2.69698336675702,-64.5407473613364,17.9772880172164
1.17682895790095,3.26184919707583,-0.232040669603421,-0.482338173576607,-1.3220932160372,2.82937928541265,18.2102410474219
0.218711386835598,-0.0908834346606518,-1.71637705376106,-0.522602138080397,-1.16779643974155,2.06478455672797,18.4110467016712
