Eng_1,Eng_2,Eng_3,Eng_4,Eng_5,Target
-0.524658014616209,1.0413013065609,0.704275858097876,0.0823563011550776,-1.12397116465133,-0.0104006978702616
0.906312959865625,-0.792241599624534,0.157747483976362,0.797668280188768,-1.45853172901139,2.17066723961721
1.01704003690173,0.806474315991066,-0.917136162704456,-1.16926469992999,0.601044453541793,1.62449083334011
0.366859877940544,-0.420623848487474,-0.200159403390676,-1.23209969678704,-0.260285701783247,0.584812650128916
-0.990813485822282,0.699840818129696,-0.0454086047004538,1.00432182811154,0.223009403791451,-1.79665177097372
-0.509355515286562,1.35989078952047,-0.609232962818492,1.40532834932313,-1.01094532141069,-0.787698755352063
-1.29763332826328,1.96648205521417,-0.000222634666007031,0.269754011354286,-0.733289868119976,0.185998213078512
0.957379214330871,-0.11417392233642,0.755573861060407,0.365653014576004,0.768603822938758,2.61294737363779
0.203154595728605,0.455869309085557,0.263925327579272,0.599840278488078,1.34468786850849,0.7126240164242
0.792228143489987,0.000499900116619013,-0.18527423424372,0.260643005304637,-2.01468951138912,1.84691861458186
-0.578880130068458,-0.596863746654473,-0.270501449111913,-0.305839407910011,1.410181032898,-1.47917286968098
1.90119578915734,1.22396208565072,0.637874337758155,-1.33673959186011,0.173869334142422,4.77431017741704
1.87323015098226,-1.74601038680353,0.111234124960179,0.512597285043788,0.0870091932730735,5.30043621598108
-0.102730185520229,0.25399927488045,-1.94016442052785,-0.803436943644903,0.0260167173545464,-1.23247986261321
-1.10739787233307,-0.926388138844975,0.0204537820176889,-0.24970535261023,-1.42609350858401,-1.76727151940364
-0.669907847724636,-1.19137916254707,0.826767829538759,1.04739603144224,-1.91629818530074,-0.0227146471633881
0.0377758192135369,-2.14598591922423,-0.267960246540238,-0.383178027171655,0.200733078903218,1.95990340862808
-0.0372813756640149,0.63961623665979,-2.00557351950127,1.29876199179007,-0.689118721223096,-0.663268663613209
-0.649652094890306,-0.482085616019946,0.916854115862585,-1.28470878975642,2.07007618794462,-0.427083164679143
0.334850240277647,0.633015158609408,-0.785059328785513,0.41264976036128,-0.148315109670055,0.0798222442790659
-0.393128569678567,-1.50643822121072,-1.20683833826073,1.9008046340671,-1.70227269372482,-0.650698279336022
-1.28175782780782,-0.835094773092128,-1.13194824129275,-1.25521041508365,1.5684036743953,-3.0121563860288
-0.266721417789283,0.124599798277269,-0.727928917544198,-2.05956585418321,-0.827319038953126,-1.22129527831437
-0.0426126050516899,1.09984756268017,1.09505435105532,-0.136194355107263,0.137433483962371,1.43077777619304
1.04187931170688,-0.756312159206016,0.0162760794496601,-2.081522325628,-0.0011382793813701,2.30826407758588
-0.792515711232666,0.40430100855857,-0.51413685277994,0.412654953204649,1.46953699571644,-1.84010702985384
0.116814705982131,1.12377574162003,1.44266333345303,1.94774693394011,0.758358664347744,1.79031982804095
0.302120995906309,0.571819054083852,0.727527785787244,-0.2904107828702,0.860171331182648,1.25622918117664
